Obs_ID,Ecoregion,Country,Site,Subsite,Latitude,Longitude,Depth_m,Genus,O_n,Species,Date,month,year,N,Start_time,No_start,Quality_start,End_time,No_end,Quality_end,Gamete_release,Situation,Timezone,DoNFM,DoSRtNFM,Sunrise,Sunset,Reference,Ref_ID,Comments
4913,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,25,7,2016,1,20:25,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4914,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,25,7,2016,1,20:25,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4915,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,8,20:34,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4916,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:10,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4917,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,4,20:23,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4918,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,2,20:17,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4919,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,7,20:31,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4920,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,3,20:22,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4921,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,5,20:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4922,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,6,20:29,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4923,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:29,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4924,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,9,20:39,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4925,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4926,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:31,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4927,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:10,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4928,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:23,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4929,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:22,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4930,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:17,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4931,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:34,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4932,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,25,7,2016,1,20:39,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4933,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Goniastrea,,retiformis,25,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4934,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Goniastrea,,retiformis,25,7,2016,2,,TRUE,,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,Chang & Chen unpublished,17,
4935,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Goniastrea,,retiformis,25,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4936,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Goniastrea,,retiformis,25,7,2016,1,,TRUE,,,TRUE,,Bundles,In situ,8,2016/7/20,5,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4937,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,26,7,2016,1,20:21,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4938,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,26,7,2016,2,20:21,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4939,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,palauensis,26,7,2016,1,20:17,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4940,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,palauensis,26,7,2016,1,20:17,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4941,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,19:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4942,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:36,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4943,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:13,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4944,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:15,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4945,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:25,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4946,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:11,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4947,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:20,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4948,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:32,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4949,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:30,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4950,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:49,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4951,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:37,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4952,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,5,20:46,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4953,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,2,20:13,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4954,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,9,19:51,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4955,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:52,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4956,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,21,20:32,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4957,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:57,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4958,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,6,20:41,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4959,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,4,20:49,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4960,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,19,20:11,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4961,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,18,19:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4962,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,13,20:28,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4963,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,10,20:45,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4964,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,8,20:15,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4965,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,22,20:30,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4966,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,16,20:57,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4967,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,20,20:37,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4968,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,7,20:02,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4969,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,3,20:36,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4970,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:46,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4971,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:41,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4972,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:14,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4973,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:02,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4974,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,19:51,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4975,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:45,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4976,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,15,19:56,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4977,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:37,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4978,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:14,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4979,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,19:56,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4980,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,23,20:20,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4981,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:04,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4982,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,14,20:37,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4983,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,17,20:52,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4984,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,11,20:25,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4985,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,12,20:04,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4986,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,26,7,2016,1,20:28,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4987,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Paragoniastrea,,australensis,26,7,2016,1,20:27,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,Chang & Chen unpublished,17,
4988,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Paragoniastrea,,australensis,26,7,2016,1,20:27,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,6,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4989,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,27,7,2016,1,19:52,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4990,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,27,7,2016,1,20:34,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4991,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,27,7,2016,1,20:04,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4992,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,27,7,2016,3,20:34,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
4993,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,27,7,2016,1,20:04,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
4994,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,aspera,27,7,2016,2,19:52,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
4995,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,palauensis,27,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4996,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Coelastrea,,palauensis,27,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
4997,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:16,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4998,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,19:56,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
4999,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,14,20:42,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5000,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,12,20:18,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5001,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,3,20:02,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5002,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,7,20:16,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5003,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,9,20:43,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5004,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,5,19:56,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5005,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,4,20:12,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5006,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:45,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5007,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,10,20:58,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5008,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,6,20:00,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5009,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,2,20:50,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5010,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,8,20:50,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5011,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:50,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5012,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,13,20:59,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,Chang & Chen unpublished,17,
5013,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:42,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5014,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:43,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5015,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:45,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5016,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:50,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5017,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:02,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5018,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:12,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5019,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:00,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5020,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,20:58,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
5021,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,27,7,2016,1,21:00,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,7,05:17,18:40,"Chen, Chen & Chang unpublished",19,
