Obs_ID,Ecoregion,Country,Site,Subsite,Latitude,Longitude,Depth_m,Genus,O_n,Species,Date,month,year,N,Start_time,No_start,Quality_start,End_time,No_end,Quality_end,Gamete_release,Situation,Timezone,DoNFM,DoSRtNFM,Sunrise,Sunset,Reference,Ref_ID,Comments
5846,"North Ryukyu Islands, Japan",Japan,Sesoko,Sesoko_1,26.646111,127.864722,-99,Herpolitha,,limax,24,8,2016,38,08:00,FALSE,Approx,10:30,FALSE,Approx,Not recorded,Ex situ,9,2016/8/18,6,06:04,18:57,Eyal-Shaham et al 2019,149,
5847,"North Ryukyu Islands, Japan",Japan,Sesoko,Sesoko_1,26.646111,127.864722,-99,Herpolitha,,limax,25,8,2016,4,08:00,FALSE,Approx,10:30,FALSE,Approx,Not recorded,Ex situ,9,2016/8/18,7,06:04,18:56,Eyal-Shaham et al 2019,149,
5848,"North Ryukyu Islands, Japan",Japan,Sesoko,Sesoko_1,26.646111,127.864722,-99,Herpolitha,,limax,26,8,2016,20,08:00,FALSE,Approx,10:30,FALSE,Approx,Not recorded,Ex situ,9,2016/8/18,8,06:05,18:55,Eyal-Shaham et al 2019,149,
5849,"North Ryukyu Islands, Japan",Japan,Sesoko,Sesoko_1,26.646111,127.864722,-99,Herpolitha,,limax,27,8,2016,23,08:00,FALSE,Approx,10:30,FALSE,Approx,Not recorded,Ex situ,9,2016/8/18,9,06:05,18:54,Eyal-Shaham et al 2019,149,
4052,North Philippines,Philippines,Cabarruyan Island,Caniogan Reef,16.291389,120.012222,2.5,Acropora,cf,millepora,11,3,2016,-99,20:30,FALSE,Approx,,TRUE,,Bundles,Ex situ,8,2016/3/23,-12,06:10,18:09,"Ligson, Tabalanza & Cabaitan unpublished",83,
4053,North Philippines,Philippines,Cabarruyan Island,Caniogan Reef,16.291389,120.012222,2.5,Acropora,cf,tenuis,22,4,2016,-99,18:30,FALSE,Approx,,TRUE,,Bundles,Ex situ,8,2016/4/22,0,05:40,18:16,"Ligson, Tabalanza & Cabaitan unpublished",83,
4054,North Philippines,Philippines,Cabarruyan Island,Caniogan Reef,16.291389,120.012222,2.5,Acropora,cf,tenuis,23,4,2016,-99,18:30,FALSE,Approx,,TRUE,,Bundles,Ex situ,8,2016/4/22,1,05:39,18:16,"Ligson, Tabalanza & Cabaitan unpublished",83,
4055,North Philippines,Philippines,Cabarruyan Island,Caniogan Reef,16.291389,120.012222,2.5,Favites,,abdita,26,4,2016,-99,20:30,FALSE,Approx,,TRUE,,Bundles,Ex situ,8,2016/4/22,4,05:37,18:17,"Ligson, Tabalanza & Cabaitan unpublished",83,
4056,North Philippines,Philippines,Cabarruyan Island,Caniogan Reef,16.291389,120.012222,2.5,Favites,,abdita,28,4,2016,-99,20:30,FALSE,Approx,,TRUE,,Bundles,Ex situ,8,2016/4/22,6,05:36,18:18,"Ligson, Tabalanza & Cabaitan unpublished",83,
4057,North Philippines,Philippines,Cabarruyan Island,Caniogan Reef,16.291389,120.012222,2.5,Favites,,colemani,28,4,2016,-99,21:30,FALSE,Approx,,TRUE,,Bundles,Ex situ,8,2016/4/22,6,05:36,18:18,"Ligson, Tabalanza & Cabaitan unpublished",83,
4074,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,humilis,3,3,2016,1,20:15,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/2/23,9,06:16,18:07,Jamodiong et al 2018,70,
4075,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,hyacinthus,3,3,2016,1,20:40,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/2/23,9,06:16,18:07,Jamodiong et al 2018,70,
4076,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,hyacinthus,3,3,2016,1,19:34,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/2/23,9,06:16,18:07,Jamodiong et al 2018,70,Synchronous spawning at 20:00
4077,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,millepora,16,3,2016,5,20:10,FALSE,Approx,,TRUE,,Bundles,In situ,8,2016/3/23,-7,06:06,18:10,Jamodiong et al 2018,70,
4078,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,cytherea,3,4,2016,2,20:40,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/3/23,11,05:53,18:13,Jamodiong et al 2018,70,
4079,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,humilis,3,4,2016,2,20:30,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/3/23,11,05:53,18:13,Jamodiong et al 2018,70,
4080,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,hyacinthus,3,4,2016,20,20:44,FALSE,Approx,,TRUE,,Bundles,In situ,8,2016/3/23,11,05:53,18:13,Jamodiong et al 2018,70,Some colonies spawned at exactly 20:44
4081,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,cytherea,3,5,2016,1,20:54,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,
4082,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,aff,digitifera,3,5,2016,1,18:59,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,unidentified Acropora species
4083,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,digitifera,3,5,2016,5,20:48,FALSE,Approx,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,
4084,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,humilis,3,5,2016,1,20:31,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,
4085,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,hyacinthus,3,5,2016,51,20:38,FALSE,Approx,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,Some colonies spawned at exactly 20:38
4086,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,hyacinthus,3,5,2016,7,20:31,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,
4087,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,latistella,3,5,2016,3,20:50,FALSE,Approx,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,
4088,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,millepora,3,5,2016,5,21:02,FALSE,Approx,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,One colony spawned at exactly 21:02
4089,North Philippines,Philippines,Cabarruyan Island,Magsaysay Reef,16.310556,120.029722,2.5,Acropora,cf,tenuis,3,5,2016,1,16:59,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/4/22,11,05:34,18:19,Jamodiong et al 2018,70,
4616,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Echinopora,,pacificus,25,4,2016,1,20:36,FALSE,Approx,20:36,FALSE,Approx,Bundles,In situ,8,2016/4/22,3,06:58,19:07,Tun & Low unpublished,127,
4617,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Galaxea,,astreata,25,4,2016,1,21:21,FALSE,Approx,21:21,FALSE,Approx,Bundles,In situ,8,2016/4/22,3,06:58,19:07,Tun & Low unpublished,127,
4618,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Galaxea,,astreata,25,4,2016,1,20:32,FALSE,Approx,20:32,FALSE,Approx,Bundles,In situ,8,2016/4/22,3,06:58,19:07,Tun & Low unpublished,127,
4619,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Galaxea,,fascicularis,25,4,2016,1,19:31,FALSE,Approx,19:31,FALSE,Approx,Bundles,In situ,8,2016/4/22,3,06:58,19:07,Tun & Low unpublished,127,
4620,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Lobophyllia,,hemprichii,25,4,2016,1,19:34,FALSE,Approx,19:34,FALSE,Approx,Both separately,In situ,8,2016/4/22,3,06:58,19:07,Tun & Low unpublished,127,
4621,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Mycedium,,elephantotus,25,4,2016,1,20:58,FALSE,Approx,20:58,FALSE,Approx,Bundles,In situ,8,2016/4/22,3,06:58,19:07,Tun & Low unpublished,127,
4622,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Diploastrea,,heliopora,26,4,2016,1,21:03,FALSE,Approx,21:03,FALSE,Approx,Eggs,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4623,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Diploastrea,,heliopora,26,4,2016,1,21:23,FALSE,Approx,21:23,FALSE,Approx,Eggs,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4624,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Echinopora,,lamellosa,26,4,2016,1,20:06,FALSE,Approx,20:06,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4625,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Goniastrea,,pectinata,26,4,2016,1,20:41,FALSE,Approx,20:41,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4626,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Goniastrea,,retiformis,26,4,2016,1,21:14,FALSE,Approx,21:14,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4627,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Goniastrea,,retiformis,26,4,2016,1,21:11,FALSE,Approx,21:11,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4628,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Lobophyllia,,hemprichii,26,4,2016,1,19:51,FALSE,Approx,19:51,FALSE,Approx,Both separately,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4629,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Merulina,,ampliata,26,4,2016,3,20:25,FALSE,Approx,20:25,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4630,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Merulina,,ampliata,26,4,2016,1,20:26,FALSE,Approx,20:30,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4631,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Pectinia,,paeonia,26,4,2016,1,20:58,FALSE,Approx,20:58,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4632,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Pectinia,,paeonia,26,4,2016,1,21:07,FALSE,Approx,21:07,FALSE,Approx,Bundles,In situ,8,2016/4/22,4,06:58,19:07,Tun & Low unpublished,127,
4633,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Favites,,abdita,27,4,2016,1,21:29,FALSE,Approx,21:29,FALSE,Approx,Bundles,In situ,8,2016/4/22,5,06:58,19:07,Tun & Low unpublished,127,
4634,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Goniastrea,,pectinata,27,4,2016,1,20:52,FALSE,Approx,20:52,FALSE,Approx,Bundles,In situ,8,2016/4/22,5,06:58,19:07,Tun & Low unpublished,127,
4635,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Pectinia,,lactuca,27,4,2016,1,21:09,FALSE,Approx,21:20,FALSE,Approx,Bundles,In situ,8,2016/4/22,5,06:58,19:07,Tun & Low unpublished,127,
4636,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Pectinia,,paeonia,27,4,2016,1,21:02,FALSE,Approx,21:11,FALSE,Approx,Bundles,In situ,8,2016/4/22,5,06:58,19:07,Tun & Low unpublished,127,
4637,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Platygyra,,sinensis,27,4,2016,1,21:21,FALSE,Approx,21:21,FALSE,Approx,Bundles,In situ,8,2016/4/22,5,06:58,19:07,Tun & Low unpublished,127,
4638,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Acanthastrea,,echinata,28,4,2016,1,20:14,FALSE,Approx,20:20,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4639,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Acanthastrea,,echinata,28,4,2016,1,20:28,FALSE,Approx,20:28,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4640,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Galaxea,,astreata,28,4,2016,1,21:21,FALSE,Approx,21:21,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4641,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Galaxea,,astreata,28,4,2016,1,20:32,FALSE,Approx,20:32,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4642,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Galaxea,,fascicularis,28,4,2016,1,20:09,FALSE,Approx,20:09,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4643,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Galaxea,,fascicularis,28,4,2016,1,19:31,FALSE,Approx,19:31,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4644,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Lobophyllia,,hemprichii,28,4,2016,1,19:57,FALSE,Approx,19:57,FALSE,Approx,Eggs,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4645,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Merulina,,ampliata,28,4,2016,1,19:41,FALSE,Approx,20:12,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4646,"Strait of Malacca, eastern Sumatra and Singapore",Singapore,Raffles Lighthouse,na,1.166667,103.75,3,Pectinia,,lactuca,28,4,2016,1,20:53,FALSE,Approx,20:53,FALSE,Approx,Bundles,In situ,8,2016/4/22,6,06:57,19:07,Tun & Low unpublished,127,
4869,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,21,7,2016,1,20:32,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,1,05:14,18:42,"Chen, Chen & Chang unpublished",19,
4870,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,21,7,2016,1,20:32,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,1,05:14,18:42,Chang & Chen unpublished,17,
4871,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Paragoniastrea,,australensis,21,7,2016,1,21:12,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,1,05:14,18:42,Chang & Chen unpublished,17,
4872,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Paragoniastrea,,australensis,21,7,2016,1,21:12,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,1,05:14,18:42,"Chen, Chen & Chang unpublished",19,
4873,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,22,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,2,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4874,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,22,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,2,05:15,18:42,Chang & Chen unpublished,17,
4875,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Astrea,,curta,23,7,2016,2,20:14,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4876,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Astrea,,curta,23,7,2016,1,20:14,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4877,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Astrea,,curta,23,7,2016,1,20:11,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4878,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Astrea,,curta,23,7,2016,1,20:11,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4879,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,1,21:15,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4880,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,1,21:07,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4881,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,1,20:57,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4882,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,1,20:53,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4883,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,1,20:37,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4884,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,3,20:53,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4885,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,6,21:15,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4886,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,5,21:07,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4887,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,1,20:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4888,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,2,20:37,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4889,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,4,20:57,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,Chang & Chen unpublished,17,
4890,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,23,7,2016,1,20:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,3,05:15,18:42,"Chen, Chen & Chang unpublished",19,
4891,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:40,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4892,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,4,20:12,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4893,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,3,20:11,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4894,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:05,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4895,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,5,20:20,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4896,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,9,20:40,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4897,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,8,20:35,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4898,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,7,20:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4899,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,2,20:09,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4900,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:20,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4901,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,6,20:22,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4902,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:22,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4903,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:26,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4904,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:12,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4905,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:09,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4906,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:35,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4907,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:05,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4908,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Favites,,pentagona,24,7,2016,1,20:11,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4909,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Goniastrea,,retiformis,24,7,2016,1,20:31,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4910,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Goniastrea,,retiformis,24,7,2016,1,20:31,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
4911,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Paragoniastrea,,australensis,24,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,Chang & Chen unpublished,17,
4912,Taiwan and coastal China,Taiwan,Bitoujiao,na,25.1257,121.9149,2,Paragoniastrea,,australensis,24,7,2016,1,20:19,FALSE,Exact,,TRUE,,Bundles,In situ,8,2016/7/20,4,05:16,18:41,"Chen, Chen & Chang unpublished",19,
